"Area","Date","Daily-Confirmed","Daily-Deceased","Daily-Other","Daily-Recovered","Daily-Tested","Daily-Vaccinated1","Daily-Vaccinated2","7DMA-Confirmed","7DMA-Deceased","7DMA-Other","7DMA-Recovered","7DMA-Tested","7DMA-Vaccinated1","7DMA-Vaccinated2","Total-Confirmed","Total-Deceased","Total-Others","Total-Recovered","Total-Tested","Total-Vaccinated1","Total-Vaccinated2"
"INDIA","2021-01-03","16678","215","13","19658","735978","0","0","132566","1746","1434","164186","6817707","0","0","10341293","149686","4246","9946131","175635761","0","0"
"INDIA","2021-01-04","16278","200","9","29209","896236","0","0","132772","1696","1430","168573","6730248","0","0","10357571","149886","4255","9975340","176531997","0","0"
"INDIA","2021-01-05","17909","265","16","21161","931408","0","0","130139","1676","1434","163145","6541375","0","0","10375480","150151","4271","9996501","177463405","0","0"
"INDIA","2021-01-06","20472","222","16","19689","937590","0","0","128666","1599","1435","156427","6351721","0","0","10395952","150373","4287","10016190","178400995","0","0"
"INDIA","2021-01-07","18123","233","19","20503","935369","0","0","127763","1588","1445","154961","6224670","0","0","10414075","150606","4306","10036693","179336364","0","0"
"INDIA","2021-01-08","18453","229","10","19242","916951","0","0","126057","1580","99","150365","6311657","0","0","10432528","150835","4316","10055935","180253315","0","0"
"INDIA","2021-01-09","18820","213","3","19460","843307","0","0","126733","1577","86","148922","6196839","0","0","10451348","151048","4319","10075395","181096622","0","0"
"INDIA","2021-01-10","16086","150","7","16737","659209","0","0","126141","1512","80","146001","6120070","0","0","10467434","151198","4326","10092132","181755831","0","0"
"INDIA","2021-01-11","12481","166","10","18578","897056","0","0","122344","1478","81","135370","6120890","0","0","10479915","151364","4336","10110710","182652887","0","0"
"INDIA","2021-01-12","15903","200","-26","17762","836227","0","0","120338","1413","39","131971","6025709","0","0","10495818","151564","4310","10128472","183489114","0","0"
"INDIA","2021-01-13","17015","201","13","17797","743191","0","0","116881","1392","36","130079","5831310","0","0","10512833","151765","4323","10146269","184232305","0","0"
"INDIA","2021-01-14","15677","189","17","15943","730096","0","0","114435","1348","34","125519","5626037","0","0","10528510","151954","4340","10162212","184962401","0","0"
"INDIA","2021-01-15","15155","176","16","16809","803090","0","0","111137","1295","40","123086","5512176","0","0","10543665","152130","4356","10179021","185765491","0","0"
"INDIA","2021-01-16","15050","181","14","17202","779377","191181","0","107367","1263","51","120828","5448246","191181","0","10558715","152311","4370","10196223","186544868","191181","0"
"INDIA","2021-01-17","13962","145","7","14513","548168","33120","0","105243","1258","51","118604","5337205","224301","0","10572677","152456","4377","10210736","187093036","224301","0"
"INDIA","2021-01-18","9987","137","10","17127","709791","229748","0","102749","1229","51","117153","5149940","454049","0","10582664","152593","4387","10227863","187802827","454049","0"
"INDIA","2021-01-19","13787","162","15","17229","764120","176368","0","100633","1191","92","116620","5077833","630417","0","10596451","152755","4402","10245092","188566947","630417","0"
"INDIA","2021-01-20","15279","152","11","20071","780835","176067","0","98897","1142","90","118894","5115477","806484","0","10611730","152907","4413","10265163","189347782","806484","0"
"INDIA","2021-01-21","14495","161","9","17734","800242","237050","0","97715","1114","82","120685","5185623","1043534","0","10626225","153068","4422","10282897","190148024","1043534","0"
"INDIA","2021-01-22","14323","153","13","17166","837095","347058","0","96883","1091","79","121042","5219628","1390592","0","10640548","153221","4435","10300063","190985119","1390592","0"
"INDIA","2021-01-23","14896","156","8","16033","781752","191609","0","96729","1066","73","119873","5222003","1391020","0","10655444","153377","4443","10316096","191766871","1582201","0"
"INDIA","2021-01-24","13232","131","6","13148","570246","33303","0","95999","1052","72","118508","5244081","1391203","0","10668676","153508","4449","10329244","192337117","1615504","0"
"INDIA","2021-01-25","9098","116","13","16092","725577","408305","0","95110","1031","75","117473","5259867","1569760","0","10677774","153624","4462","10345336","193062694","2023809","0"
"INDIA","2021-01-26","12733","138","7","13250","550426","5671","0","94056","1007","67","113494","5046173","1399063","0","10690507","153762","4469","10358586","193613120","2029480","0"
"INDIA","2021-01-27","11556","123","9","14261","725653","326499","0","90333","978","65","107684","4990991","1549495","0","10702063","153885","4478","10372847","194338773","2355979","0"
"INDIA","2021-01-28","18912","162","6","20315","742306","572074","0","94750","979","62","110265","4933055","1884519","0","10720975","154047","4484","10393162","195081079","2928053","0"
"INDIA","2021-01-29","13054","137","15","14886","756329","571974","0","93481","963","64","107985","4852289","2109435","0","10734029","154184","4499","10408048","195837408","3500027","0"
"INDIA","2021-01-30","13073","128","4","14077","750964","244307","0","91658","935","60","106029","4821501","2162133","0","10747102","154312","4503","10422125","196588372","3744334","0"
"INDIA","2021-01-31","11527","116","6","11882","504263","14509","0","89953","920","60","104763","4755518","2143339","0","10758629","154428","4509","10434007","197092635","3758843","0"
"INDIA","2021-02-01","8579","94","10","13443","659422","191313","0","89434","898","57","102114","4689363","1926347","0","10767208","154522","4519","10447450","197752057","3950156","0"
"INDIA","2021-02-02","11001","113","7","14250","721121","188762","0","87702","873","57","103114","4860058","2109438","0","10778209","154635","4526","10461700","198473178","4138918","0"
"INDIA","2021-02-03","12925","107","3","17813","742841","310634","0","89071","857","51","106666","4877246","2093573","0","10791134","154742","4529","10479513","199216019","4449552","0"
"INDIA","2021-02-04","12401","120","7","15788","715776","509893","0","82560","815","52","102139","4850716","2031392","0","10803535","154862","4536","10495301","199931795","4959445","0"
"INDIA","2021-02-05","11711","95","3","14512","740794","457404","0","81217","773","40","101765","4835181","1916822","0","10815246","154957","4539","10509813","200672589","5416849","0"
"INDIA","2021-02-06","12069","75","14","11761","695789","358473","0","80213","720","50","99449","4780006","2030988","0","10827315","155032","4553","10521574","201368378","5775322","0"
"INDIA","2021-02-07","11786","86","9","11756","532236","37040","0","80472","690","53","99323","4807979","2053519","0","10839101","155118","4562","10533330","201900614","5812362","0"
"INDIA","2021-02-08","8715","78","13","13600","687138","446646","0","80608","674","56","99480","4835695","2308852","0","10847816","155196","4575","10546930","202587752","6259008","0"
"INDIA","2021-02-09","10731","94","13","12928","736903","352553","0","80338","655","62","98158","4851477","2472643","0","10858547","155290","4588","10559858","203324655","6611561","0"
"INDIA","2021-02-10","12539","110","11","11796","699185","405553","0","79952","658","70","92141","4807821","2567562","0","10871086","155400","4599","10571654","204023840","7017114","0"
"INDIA","2021-02-11","9353","85","-100","15722","765944","487896","0","76904","623","-37","92075","4857989","2545565","0","10880439","155485","4499","10587376","204789784","7505010","0"
"INDIA","2021-02-12","12137","104","4","11358","743614","462637","0","77330","632","-36","88921","4860809","2550798","0","10892576","155589","4503","10598734","205533398","7967647","0"
"INDIA","2021-02-13","12198","89","18","11107","697114","272583","23628","77459","646","-32","88267","4862134","2464908","23628","10904774","155678","4521","10609841","206230512","8240230","23628"
"INDIA","2021-02-14","11706","91","6","9500","486122","20504","933","77379","651","-35","86011","4816020","2448372","24561","10916480","155769","4527","10619341","206716634","8260734","24561"
"INDIA","2021-02-15","9086","82","22","11793","615664","299797","135730","77750","655","-26","84204","4744546","2301523","160291","10925566","155851","4549","10631134","207332298","8560531","160291"
"INDIA","2021-02-16","11592","99","6","11836","644931","162322","116086","78611","660","-33","83112","4652574","2111292","276377","10937158","155950","4555","10642970","207977229","8722853","276377"
"INDIA","2021-02-17","12862","100","14","12028","726562","330208","92790","78934","650","-30","83344","4679951","2035947","369167","10950020","156050","4569","10654998","208703791","9053061","369167"
"INDIA","2021-02-18","13238","100","14","10913","771071","524047","241732","82819","665","84","78535","4685078","2072098","610899","10963258","156150","4583","10665911","209474862","9577108","610899"
"INDIA","2021-02-19","13916","100","12","10215","786618","290935","236262","84598","661","92","77392","4728082","1900396","847161","10977174","156250","4595","10676126","210261480","9868043","847161"
"INDIA","2021-02-20","13919","89","-64","11413","670050","256488","113481","86319","661","10","77698","4701018","1884301","937014","10991093","156339","4531","10687539","210931530","10124531","960642"
"INDIA","2021-02-21","14278","83","15","9715","620216","24471","7210","88891","653","19","77913","4835112","1888268","943291","11005371","156422","4546","10697254","211551746","10149002","967852"
"INDIA","2021-02-22","10494","76","8","13233","678685","338373","290325","90299","647","5","79353","4898133","1926844","1097886","11015865","156498","4554","10710487","212230431","10487375","1258177"
"INDIA","2021-02-23","13682","103","5","13969","805844","279823","140223","92389","651","4","81486","5059046","2044345","1122023","11029547","156601","4559","10724456","213036275","10767198","1398400"
"INDIA","2021-02-24","16930","141","8","12100","793383","287617","217948","96457","692","-2","81558","5125867","2001754","1247181","11046477","156742","4567","10736556","213829658","11054815","1616348"
"INDIA","2021-02-25","16599","119","4","12222","831807","384834","416646","99818","711","-12","82867","5186603","1862541","1422095","11063076","156861","4571","10748778","214661465","11439649","2032994"
"INDIA","2021-02-26","16562","114","6","12790","773918","349020","420884","102464","725","-18","85442","5173903","1920626","1606717","11079638","156975","4577","10761568","215435383","11788669","2453878"
"INDIA","2021-02-27","16805","111","-1","11709","795723","56406","2313","105350","747","45","85738","5299576","1720544","1495549","11096443","157086","4576","10773277","216231106","11845075","2456191"
"INDIA","2021-02-28","15614","108","2","11291","627668","0","0","106686","772","32","87314","5307028","1696073","1488339","11112057","157194","4578","10784568","216858774","11845075","2456191"
"INDIA","2021-03-01","12270","92","11","12472","759283","411262","141608","108462","788","35","86553","5387626","1768962","1339622","11124327","157286","4589","10797040","217618057","12256337","2597799"
"INDIA","2021-03-02","14998","98","5","13113","785220","650434","116179","109778","783","35","85697","5367002","2139573","1315578","11139325","157384","4594","10810153","218403277","12906771","2713978"
"INDIA","2021-03-03","17425","87","8","14071","775631","832350","162949","110273","729","35","87668","5349250","2684306","1260579","11156750","157471","4602","10824224","219178908","13739121","2876927"
"INDIA","2021-03-04","16824","113","2","13788","761834","1057714","331741","110498","723","33","89234","5279277","3357186","1175674","11173574","157584","4604","10838012","219940742","14796835","3208668"
"INDIA","2021-03-05","18324","109","5","14186","751935","1199848","292353","112260","718","32","90630","5257294","4208014","1047143","11191898","157693","4609","10852198","220692677","15996683","3501021"
"INDIA","2021-03-06","18724","100","2","14379","737830","1171620","253020","114179","707","35","93300","5199401","5323228","1297850","11210622","157793","4611","10866577","221430507","17168303","3754041"
"INDIA","2021-03-07","18650","97","4","14303","537764","59600","7066","117215","696","37","96312","5109497","5382828","1304916","11229272","157890","4615","10880880","221968271","17227903","3761107"
"INDIA","2021-03-08","15353","76","3","16606","748525","1715380","304343","120298","680","29","100446","5098739","6686946","1467651","11244625","157966","4618","10897486","222716796","18943283","4065450"
"INDIA","2021-03-09","17873","133","6","20643","763081","1060944","298229","123173","715","30","107976","5076600","7097456","1649701","11262498","158099","4624","10918129","223479877","20004227","4363679"
"INDIA","2021-03-10","22851","125","7","18154","778416","1030254","286851","128599","753","29","112059","5079385","7295360","1773603","11285349","158224","4631","10936283","224258293","21034481","4650530"
"INDIA","2021-03-11","23298","119","5","15092","740345","401360","78549","135073","759","32","113363","5057896","6639006","1520411","11308647","158343","4636","10951375","224998638","21435841","4729079"
"INDIA","2021-03-12","24845","140","3","19972","840635","1639663","413874","141594","790","30","119149","5146596","7078821","1641932","11333492","158483","4639","10971347","225839273","23075504","5142953"
"INDIA","2021-03-13","25154","159","10","16508","864368","1232131","287821","148024","849","38","121278","5273134","7139332","1676733","11358646","158642","4649","10987855","226703641","24307635","5430774"
"INDIA","2021-03-14","26513","120","5","17590","703772","144750","24879","155887","872","39","124565","5439142","7224482","1694546","11385159","158762","4654","11005445","227407413","24452385","5455653"
"INDIA","2021-03-15","24437","130","18","20186","873350","2627099","412295","164971","926","54","128145","5563967","8136201","1802498","11409596","158892","4672","11025631","228280763","27079484","5867948"
"INDIA","2021-03-16","28869","187","2","17746","969021","1782553","334551","175967","980","50","125248","5769907","8857810","1838820","11438465","159079","4674","11043377","229249784","28862037","6202499"
"INDIA","2021-03-17","35838","171","15","17793","1063379","1738750","339969","188954","1026","58","124887","6054870","9566306","1891938","11474303","159250","4689","11061170","230313163","30600787","6542468"
"INDIA","2021-03-18","39687","156","10","20356","1057383","1825443","371119","205343","1063","63","130151","6371908","10990389","2184508","11513990","159406","4699","11081526","231370546","32426230","6913587"
"INDIA","2021-03-19","40906","188","6","23623","1060971","2415800","307775","221404","1111","66","133802","6592244","11766526","2078409","11554896","159594","4705","11105149","232431517","34842030","7221362"
"INDIA","2021-03-20","43815","196","6","22971","1133602","2283157","257292","240065","1148","62","140265","6861478","12817552","2047880","11598711","159790","4711","11128120","233565119","37125187","7478654"
"INDIA","2021-03-21","47009","213","13","21205","880655","449115","13042","260561","1241","70","143880","7038361","13121917","2036043","11645720","160003","4724","11149325","234445774","37574302","7491696"
"INDIA","2021-03-22","40636","197","3","29779","967459","3056851","371745","276760","1308","55","153473","7132470","13551669","1995493","11686356","160200","4727","11179104","235413233","40631153","7863441"
"INDIA","2021-03-23","47239","277","6","23913","1025628","2100799","245893","295130","1398","59","159640","7189077","13869915","1906835","11733595","160477","4733","11203017","236438861","42731952","8109334"
"INDIA","2021-03-24","53419","249","8","26575","1065021","2114586","189837","312711","1476","52","168422","7190719","14245751","1756703","11787014","160726","4741","11229592","237503882","44846538","8299171"
"INDIA","2021-03-25","59085","257","43","32916","1100756","2154934","203797","332109","1577","85","180982","7234092","14575242","1589381","11846099","160983","4784","11262508","238604638","47001472","8502968"
"INDIA","2021-03-26","62276","292","18","30341","1164915","2425146","180187","353479","1681","97","187700","7338036","14584588","1461793","11908375","161275","4802","11292849","239769553","49426618","8683155"
"INDIA","2021-03-27","62632","311","27","28728","1181289","2014818","145191","372296","1796","118","193457","7385723","14316249","1349692","11971007","161586","4829","11321577","240950842","51441436","8828346"
"INDIA","2021-03-28","68206","295","6","32269","913319","218798","41855","393493","1878","111","204521","7418387","14085932","1378505","12039213","161881","4835","11353846","241864161","51660234","8870201"
"INDIA","2021-03-29","56152","266","7","36989","785864","551164","31755","409009","1947","115","211731","7236792","11580245","1038515","12095365","162147","4842","11390835","242650025","52211398","8901956"
"INDIA","2021-03-30","53237","355","6","41242","1022915","1777637","163362","415007","2025","115","229060","7234079","11257083","955984","12148602","162502","4848","11432077","243672940","53989035","9065318"
"INDIA","2021-03-31","72115","458","22","40423","1125681","1794166","269377","433703","2234","129","242908","7294739","10936663","1035524","12220717","162960","4870","11472500","244798621","55783201","9334695"
"INDIA","2021-04-01","81398","468","4","50384","1113966","3365597","305645","456016","2445","90","260376","7307949","12147326","1137372","12302115","163428","4874","11522884","245912587","59148798","9640340"
"INDIA","2021-04-02","89023","713","9","44179","1046605","3932791","332366","482763","2866","81","274214","7189639","13654971","1289551","12391138","164141","4883","11567063","246959192","63081589","9972706"
"INDIA","2021-04-03","92994","514","38","60059","1166716","2657881","267475","513125","3069","92","305545","7175066","14298034","1411835","12484132","164655","4921","11627122","248125908","65739470","10240181"
"INDIA","2021-04-04","103794","477","39","52840","893749","2939368","186144","548713","3251","125","326116","7155496","17018604","1556124","12587926","165132","4960","11679962","249019657","68678838","10426325"
"INDIA","2021-04-05","96563","446","51","50100","1211612","3598471","407292","589124","3431","169","339227","7581244","20065911","1931661","12684489","165578","5011","11730062","250231269","72277309","10833617"
"INDIA","2021-04-06","115312","630","138","59714","1208329","3659706","306842","651199","3706","301","357699","7766658","21947980","2075141","12799801","166208","5149","11789776","251439598","75937015","11140459"
"INDIA","2021-04-07","126276","684","97","59137","1237781","2826012","295187","705360","3932","376","376413","7878758","22979826","2100951","12926077","166892","5246","11848913","252677379","78763027","11435646"
"INDIA","2021-04-08","131878","802","42","61829","1364205","3693495","442094","755840","4266","414","387858","8128997","23307724","2237400","13057955","167694","5288","11910742","254041584","82456522","11877740"
"INDIA","2021-04-09","144997","773","101","77303","1173219","3307330","433568","811814","4326","506","420982","8255611","22682263","2338602","13202952","168467","5389","11988045","255214803","85763852","12311308"
"INDIA","2021-04-10","152565","838","70","90328","1412047","3122109","397878","871385","4650","538","451251","8500942","23146491","2469005","13355517","169305","5459","12078373","256626850","88885961","12709186"
"INDIA","2021-04-11","169915","904","52","75380","1180136","2701439","231979","937506","5077","551","473791","8787329","22908562","2514840","13525432","170209","5511","12153753","257806986","91587400","12941165"
"INDIA","2021-04-12","160854","880","149","96746","1400122","3455639","548881","1001797","5511","649","520437","8975839","22765730","2656429","13686286","171089","5660","12250499","259207108","95043039","13490046"
"INDIA","2021-04-13","185306","1026","15","82271","1411758","2258875","387618","1071791","5907","526","542994","9179268","21364899","2737205","13871592","172115","5675","12332770","260618866","97301914","13877664"
"INDIA","2021-04-14","199584","1038","70","93425","1384549","2877285","436375","1145099","6261","499","577282","9326036","21416172","2878393","14071176","173153","5745","12426195","262003415","100179199","14314039"
"INDIA","2021-04-15","216838","1184","123","117899","1473210","2170056","560215","1230059","6643","580","633352","9435041","19892733","2996514","14288014","174337","5868","12544094","263476625","102349255","14874254"
"INDIA","2021-04-16","234002","1338","266","122886","1495397","2059229","654903","1319064","7208","745","678935","9757219","18644632","3217849","14522016","175675","6134","12666980","264972022","104408484","15529157"
"INDIA","2021-04-17","260895","1498","102","138209","1566394","2022592","662357","1427394","7868","777","726816","9911566","17545115","3482328","14782911","177173","6236","12805189","266538416","106431076","16191514"
"INDIA","2021-04-18","275083","1620","22","143839","1356133","940694","289282","1532562","8584","747","795275","10087563","15784370","3539631","15057994","178793","6258","12949028","267894549","107371770","16480796"
"INDIA","2021-04-19","257017","1757","67","154369","1519486","2287411","989136","1628725","9461","665","852898","10206927","14616142","3979886","15315011","180550","6325","13103397","269414035","109659181","17469932"
"INDIA","2021-04-20","294378","2021","133","166668","1639357","1986711","1003486","1737797","10456","783","937295","10434526","14343978","4595754","15609389","182571","6458","13270065","271053392","111645892","18473418"
"INDIA","2021-04-21","315752","2101","30","179434","1651711","1501704","709630","1853965","11519","743","1023304","10701688","12968397","4869009","15925141","184672","6488","13449499","272705103","113147596","19183048"
"INDIA","2021-04-22","332531","2257","215","192317","1740550","1925867","1221909","1969658","12592","835","1097722","10969028","12724208","5530703","16257672","186929","6703","13641816","274445653","115073463","20404957"
"INDIA","2021-04-23","345296","2620","207","220545","1753569","1863024","1038388","2080952","13874","776","1195381","11227200","12528003","5914188","16602968","189549","6910","13862361","276199222","116936487","21443345"
"INDIA","2021-04-24","348996","2761","216","215809","1719588","1643837","892748","2169053","15137","890","1272981","11380394","12149248","6144579","16951964","192310","7126","14078170","277918810","118580324","22336093"
"INDIA","2021-04-25","354658","2808","127","218626","1402367","685462","309344","2248628","16325","995","1347768","11426628","11894016","6164641","17306622","195118","7253","14296796","279321177","119265786","22645437"
"INDIA","2021-04-26","319471","2762","254","249009","1658700","2095223","1264740","2311082","17330","1182","1442408","11565842","11701828","6440245","17626093","197880","7507","14545805","280979877","121361009","23910177"
"INDIA","2021-04-27","362913","3286","190","262349","1723912","1568999","987182","2379617","18595","1239","1538089","11650397","11284116","6423941","17989006","201166","7697","14808154","282703789","122930008","24897359"
"INDIA","2021-04-28","379403","3646","227","274171","1768190","1282135","911146","2443268","20140","1436","1632826","11766876","11064547","6625457","18368409","204812","7924","15082325","284471979","124212143","25808505"
"INDIA","2021-04-29","386773","3502","195","291727","1920107","1274786","949745","2497510","21385","1416","1732236","11946433","10413466","6353293","18755182","208314","8119","15374052","286392086","125486929","26758250"
"INDIA","2021-04-30","402014","3525","208","299198","1945299","1569817","1174639","2554228","22290","1417","1810889","12138163","10120259","6489544","19157196","211839","8327","15673250","288337385","127056746","27932889"
"INDIA","2021-05-01","392576","3685","161","308688","1804954","1114407","711989","2597808","23214","1362","1903768","12223529","9590829","6308785","19549772","215524","8488","15981938","290142339","128171153","28644878"
"INDIA","2021-05-02","370090","3423","155","300004","1504698","203124","179052","2613240","23829","1390","1985146","12325860","9108491","6178493","19919862","218947","8643","16281942","291647037","128374277","28823930"
"INDIA","2021-05-03","355769","3439","161","318910","1663742","853135","881579","2649538","24506","1297","2055047","12330902","7866403","5795332","20275631","222386","8804","16600852","293310779","129227412","29705509"
"INDIA","2021-05-04","382847","3786","71","337698","1541299","817043","744224","2669472","25006","1178","2130396","12148289","7114447","5552374","20658478","226172","8875","16938550","294852078","130044455","30449733"
"INDIA","2021-05-05","412624","3979","70","330718","1923131","930396","1088755","2702693","25339","1021","2186943","12303230","6762708","5729983","21071102","230151","8945","17269268","296775209","130974851","31538488"
"INDIA","2021-05-06","414280","3923","476","328349","1826490","1112973","1346746","2730200","25760","1302","2223565","12209613","6600895","6126984","21485382","234074","9421","17597617","298601699","132087824","32885234"
"INDIA","2021-05-07","406901","4233","106","327675","1808344","1024622","1348864","2735087","26468","1200","2252042","12072658","6055700","6301209","21892283","238307","9527","17925292","300410043","133112446","34234098"
"INDIA","2021-05-08","403808","4092","55","386395","1865428","868098","1225021","2746319","26875","1094","2329749","12133132","5809391","6814241","22296091","242399","9582","18311687","302275471","133980544","35459119"
"INDIA","2021-05-09","366455","3749","85","353777","1474606","424323","312617","2742684","27201","1024","2383522","12103040","6030590","6947806","22662546","246148","9667","18665464","303750077","134404867","35771736"
"INDIA","2021-05-10","329491","3879","172","355930","1850110","1089607","1443856","2716406","27641","1035","2420542","12289408","6267062","7510083","22992037","250027","9839","19021394","305600187","135494474","37215592"
"INDIA","2021-05-11","348555","4198","90","355398","1983804","1125260","1400665","2682114","28053","1054","2438242","12731913","6575279","8166524","23340592","254225","9929","19376792","307583991","136619734","38616257"
"INDIA","2021-05-12","362632","4128","100","352005","1864594","1038646","939619","2632122","28202","1084","2459529","12673376","6683529","8017388","23703224","258353","10029","19728797","309448585","137658380","39555876"
"INDIA","2021-05-13","343005","4000","82","344676","1875515","1061046","1023282","2560847","28279","690","2475856","12722401","6631602","7693924","24046229","262353","10111","20073473","311324100","138719426","40579158"
"INDIA","2021-05-14","326256","3889","50","353200","1693093","656269","502726","2480202","27935","634","2501381","12607150","6263249","6847786","24372485","266242","10161","20426673","313017193","139375695","41081884"
"INDIA","2021-05-15","310757","4077","72","362547","1832950","1148101","614484","2387151","27920","651","2477533","12574672","6543252","6237249","24683242","270319","10233","20789220","314850143","140523796","41696368"
"INDIA","2021-05-16","281837","4098","50","378526","1573515","623974","82322","2302533","28269","616","2502282","12673581","6742903","6006954","24965079","274417","10283","21167746","316423658","141147770","41778690"
"INDIA","2021-05-17","263021","4334","80","422391","1869223","1280457","246232","2236063","28724","524","2568743","12692694","6933753","4809330","25228100","278751","10363","21590137","318292881","142428227","42024922"
"INDIA","2021-05-18","267246","4529","65","389758","2008296","1155675","200478","2154754","29055","499","2603103","12717186","6964168","3609143","25495346","283280","10428","21979895","320301177","143583902","42225400"
"INDIA","2021-05-19","276187","3877","45","369005","2055010","1039768","160722","2068309","28804","444","2620103","12907602","6965290","2830246","25771533","287157","10473","22348900","322356187","144623670","42386122"
"INDIA","2021-05-20","259242","4209","31","357173","2061683","4577650","292061","1984546","29013","393","2632600","13093770","10481894","2099025","26030775","291366","10504","22706073","324417870","149201320","42678183"
"INDIA","2021-05-21","257299","4194","75","357625","2066285","1300158","193158","1915589","29318","418","2637025","13466962","11125783","1789457","26288074","295560","10579","23063698","326484155","150501478","42871341"
"INDIA","2021-05-22","240897","3739","83","355138","2123782","1443793","187572","1845729","28980","429","2629616","13757794","11421475","1362545","26528971","299299","10662","23418836","328607937","151945271","43058913"
"INDIA","2021-05-23","222834","4454","31","302253","1928127","984978","62800","1786726","29336","410","2553343","14112406","11782479","1343023","26751805","303753","10693","23721089","330536064","152930249","43121713"
"INDIA","2021-05-24","195857","3509","90","326737","2058112","2305125","181912","1719562","28511","420","2457689","14301295","12807147","1278703","26947662","307262","10783","24047826","332594176","155235374","43303625"
"INDIA","2021-05-25","208992","4160","42","295264","2217320","1914219","209238","1661308","28142","397","2363195","14510319","13565691","1287463","27156654","311422","10825","24343090","334811496","157149593","43512863"
"INDIA","2021-05-26","211510","3843","113","283054","2157857","1875735","157683","1596631","28108","465","2277244","14613166","14401658","1284424","27368164","315265","10938","24626144","336969353","159025328","43670546"
"INDIA","2021-05-27","186075","3659","126","271002","2070508","2824764","200022","1523464","27558","560","2191073","14621991","12648772","1192385","27554239","318924","11064","24897146","339039861","161850092","43870568"
"INDIA","2021-05-28","174083","3611","90","285332","2080048","2929161","252624","1440248","26975","575","2118780","14635754","14277775","1251851","27728322","322535","11154","25182478","341119909","164779253","44123192"
"INDIA","2021-05-29","165282","3463","41","264483","2063839","2838224","325945","1364633","26699","533","2028125","14575811","15672206","1390224","27893604","325998","11195","25446961","343183748","167617477","44449137"
"INDIA","2021-05-30","153396","3130","44","237664","1683135","995894","91621","1295195","25375","546","1963536","14330819","15683122","1419045","28047000","329128","11239","25684625","344866883","168613371","44540758"
"INDIA","2021-05-31","126883","2783","71","255125","1925374","2586795","305714","1226221","24649","527","1891924","14198081","15964792","1542847","28173883","331911","11310","25939750","346792257","171200166","44846472"
"INDIA","2021-06-01","133152","3205","43","231397","3265073","2211330","288699","1150381","23694","528","1828057","15245834","16261903","1622308","28307035","335116","11353","26171147","350057330","173411496","45135171"
"INDIA","2021-06-02","134044","2898","56","211890","3725318","2253664","243362","1072915","22749","471","1756893","16813295","16639832","1707987","28441079","338014","11409","26383037","353782648","175665160","45378533"
"INDIA","2021-06-03","132424","2717","47","206722","3651198","2820937","244818","1019264","21807","392","1692613","18393985","16636005","1752783","28573503","340731","11456","26589759","357433846","178486097","45623351"
"INDIA","2021-06-04","120454","3372","81","197763","3740296","3466241","284628","965635","21568","383","1605044","20054233","17173085","1784787","28693957","344103","11537","26787522","361174142","181952338","45907979"
"INDIA","2021-06-05","114488","2682","49","189374","3572380","3186164","275936","914841","20787","391","1529935","21562774","17521025","1734778","28808445","346785","11586","26976896","364746522","185138502","46183915"
"INDIA","2021-06-06","101209","2444","40","174156","1587589","1376271","87794","862654","20101","387","1466427","21467228","17901402","1730951","28909654","349229","11626","27151052","366334111","186514773","46271709"
"INDIA","2021-06-07","85804","2107","-28","182866","1873485","3080974","331270","821575","19425","288","1394168","21415339","18395581","1756507","28995458","351336","11598","27333918","368207596","189595747","46602979"
"INDIA","2021-06-08","92787","2222","9","162356","1985967","2541386","318248","781210","18442","254","1325127","20136233","18725637","1786056","29088245","353558","11607","27496274","370193563","192137133","46921227"
"INDIA","2021-06-09","93883","6139","95","149022","2004690","3345812","322521","741049","21683","293","1262259","18415605","19817785","1865215","29182128","359697","11702","27645296","372198253","195482945","47243748"
"INDIA","2021-06-10","91849","3414","-242","135329","2044131","3028629","330327","700474","22380","4","1190866","16808538","20025477","1950724","29273977","363111","11460","27780625","374242384","198511574","47574075"
"INDIA","2021-06-11","84574","3996","41","122685","1989778","3178575","336080","664594","23004","-36","1115788","15058020","19737811","2002176","29358551","367107","11501","27903310","376232162","201690149","47910155"
"INDIA","2021-06-12","80525","3300","61","132664","1900312","3203312","391432","630631","23622","-24","1059078","13385952","19754959","2117672","29439076","370407","11562","28035974","378132474","204893461","48301587"
"INDIA","2021-06-13","71001","3922","79","119574","1492152","1476211","178042","600423","25100","15","1004496","13290515","19854899","2207920","29510077","374329","11641","28155548","379624626","206369672","48479629"
"INDIA","2021-06-14","60008","2733","51","117376","1751358","3797074","397697","574627","25726","94","939006","13168388","20570999","2274347","29570085","377062","11692","28272924","381375984","210166746","48877326"
"INDIA","2021-06-15","62217","2540","17","107776","1930987","2515180","412767","544057","26044","102","884426","13113408","20544793","2368866","29632302","379602","11709","28380700","383306971","212681926","49290093"
"INDIA","2021-06-16","67289","2329","25","103900","1931249","3166154","381078","517463","22234","32","839304","13039967","20365135","2427423","29699591","381931","11734","28484600","385238220","215848080","49671171"
"INDIA","2021-06-17","62436","1591","18","88500","1929476","3025536","415612","488050","20411","292","792475","12925312","20362042","2512708","29762027","383522","11752","28573100","387167696","218873616","50086783"
"INDIA","2021-06-18","60765","1645","26","97854","2039941","3027665","400719","464241","18060","277","767644","12975475","20211132","2577347","29822792","385167","11778","28670954","389207637","221901281","50487502"
